10	6	5	4	5	5	6	5
11	6	5	5	9	11	10	8
11	6	5	5	5	7	6	5
11	6	5	5	5	7	6	5
11	6	5	5	8	9	10	8
32	19	8	14	17	11	17	9
47	27	13	18	18	13	18	17
33	15	10	13	20	13	17	12
14	8	4	5	8	10	5	5
11	7	6	5	7	7	9	7
55	24	12	19	22	16	23	26
13	6	5	5	10	11	10	8
11	6	5	5	5	7	6	5
73	30	15	20	27	15	24	21
12	7	6	5	7	5	3	5
17	13	10	6	11	15	13	8
14	8	4	5	8	10	5	5
14	8	4	5	8	10	5	5
13	7	7	5	5	5	3	5
19	13	10	7	5	5	4	5
13	8	4	5	8	10	5	5
18	11	10	7	5	6	6	5
63	25	12	15	20	14	16	13
24	16	6	7	9	9	13	7
64	19	9	16	19	13	16	14
11	6	5	5	5	6	5	5
14	6	4	5	7	6	9	7
55	18	10	12	17	14	18	14
14	8	4	5	8	10	5	5
42	22	10	22	14	11	24	13
11	6	5	5	5	7	6	5
20	13	11	7	6	5	6	5
41	17	10	14	24	13	16	19
11	7	6	5	5	5	4	5
35	22	11	11	13	7	20	10
38	19	10	13	20	14	18	13
43	17	11	16	27	13	20	22
11	6	5	5	5	7	6	5
11	6	5	5	5	5	4	5
66	21	11	13	13	12	15	12
14	8	4	5	8	10	5	5
44	22	10	16	18	14	16	17
50	16	8	13	20	17	17	17
